L2_suppression,L1_shift,Correct_gain,Conversion_efficiency
0.36363636363636365,0.34090909090909094,0.022727272727272707,0.062499999999999944
0.2222222222222222,0.3055555555555556,-0.08333333333333334,-0.37500000000000006
0.375,0.3125,0.0625,0.16666666666666666
0.25,0.0,0.25,1.0
